N° de la FEB,fr1,fr2,ar1,ar2,bg1,bg2,chi1,chi2,cs1,cs2,da1,da2,de1,de2,el1,el2,en1,en2,es1,es2,es_XL1,es_XL2,et1,et2,fa_IR1,fa_IR2,fi1,fi2,he1,he2,hi1,hi2,hr1,hr2,hu1,hu2,id1,id2,it1,it2,ja1,ja2,ko1,ko2,lt1,lt2,lv1,lv2,nl_NL1,nl_NL2,no1,no2,pl1,pl2,pt_BR1,pt_BR2,pt_PT1,pt_PT2,ro1,ro2,ru1,ru2,sk1,sk2,sl1,sl2,sq1,sq2,sr1,sr2,sv1,sv2,tr1,tr2,uk1,uk2,vi1,vi2
20223_16,Consommation H₂,,استهلاك H₂,,Разход на H₂,,油耗 H₂,,Spotřeba H₂,,Forbrug af H₂,,Verbrauch H₂,,Κατανάλωση H₂,,Consumption H₂,,Consumo de H₂,,Consumo H₂,,H₂ tarbimine,,مصرف H₂,,H₂-kulutus,,צריכת H₂,,उपभोग H₂,,Potrošnja H₂,,H₂-fogyasztás,,Konsumsi H₂,,Consumo H₂,,H₂ 消費量,,소비량 H₂,,H₂ sąnaudos,,Patēriņš H₂,,Verbruik H₂,,Forbruk H₂,,Zużycie H₂,,Consumo H₂,,Consumo de H₂,,Consum de H₂,,Расход H₂,,Spotreba H₂,,Poraba H₂,,Konsumi H₂,,Potrošnja H₂,,Förbrukning H₂,,Tüketim H₂,,Споживання H₂,,Tiêu thụ H₂,
20223_3,Remplissage H₂,en cours,H₂ جاري,تعبئة,Зарежд. с H₂,е в ход,H₂ 正在加注,,H₂ probíhá,tankování,H₂ påfyldning,i gang,H₂ Befüllung,läuft,Γέμισμα H₂,σε εξέλιξη,H₂ filling,in progress,llenado H₂,en curso,H₂ llenado,en curso,H₂ täitmine,pooleli,H₂ در حال,پر شدن است,H₂ täyttö,käynnissä,H₂ מילוי,בעיצומה,H₂ भरना जारी,है,H₂ punjenje,u tijeku,H₂ töltés,folyamatban,H₂ pengisian,sedang berjalan,H₂ riempimento,in corso,H₂ 充填中,,H₂ 주입,진행 중입니다,H₂ Vyksta,užpildymas,H₂ uzpilde,notiek šobrīd,H₂ vullen in,uitvoering,H₂ Fylling,pågår,Uzupełnianie H₂,w toku,Abastecimento H₂,em andamento,Abastecimento H₂,em curso,H₂ umplere,în curs,H₂ Заполнение,продолжается,H₂ prebieha,tankovanie,H₂ polnjenje,v teku,H₂ duke,karikuar,H₂ punjenje,u toku,H₂ fyllning,Pågår,H₂ doldurma,devam ediyor,H₂ триває,заповнення,H₂ Đang,lập hồ sơ
20223_4,Remplissage H₂,terminé,H₂ انتهى,من تعبئة,Зарежд. с H₂,е завършено,H₂ 加注完成,,H₂ Tankování,skončilo,H₂ påfyldning,afsluttet,H₂ Befüllung,beendet,Το γέμισμα H₂,ολοκληρώθηκε,H₂ filling,finished,llenado H₂,terminado,H₂ llenado,terminado,H₂ täitmine,lõppenud,H₂ پر کردن,تکمیل شد,H₂ täyttö,valmis,H₂ המילוי,הסתיים,H₂ भरना,समाप्त हुआ,H₂ punjenje,završeno,H₂ töltés,befejeződött,H₂ pengisian,selesai,H₂ riempimento,finito,H₂ 充填が完了,,H₂ 주입,완료되었습니다,H₂ užpildymas,baigtas,H₂ uzpilde,pabeigta,H₂ vullen,voltooid,H₂ Fylling,ferdig,Uzupełnianie H₂,zakończone,Abastecimento,H₂ concluído,Abastecimento H₂,concluído,H₂ umplere,finalizată,H₂ Заполнение,закончено,H₂ tankovanie,skončilo,H₂ polnjenje,končano,H₂ karikimi,ka përfunduar,H₂ punjenje,završeno,H₂ fyllning,Avslutad,H₂ doldurma,tamamlandı,H₂ завершено,заповнення,H₂ Đã hoàn tất,lập hồ sơ
20223_5,Système H₂,à contrôler,تحقق من H₂,نظام,Проверете H₂,системата,检查 H₂,系统,Zkontrolujte H₂,systém,Kontroller H₂,systemet,SystemH₂,prüfen,Ελέγξτε το,σύστημα H₂,Check H₂,system,Comprobar,sistema H₂,Revisar sistema de H₂,,Kontrollige H₂,süsteemi,سیستم H₂,را بررسی کنید,Tarkista H₂,järjestelmä,בדוק אתH₂,מערכת,सिस्टम को H₂,चेक करें,Provjerite H₂,sustav,Ellenőrizze a H₂,rendszert,Periksa H₂,sistem,Controllare il H₂,sistema,システム H₂,を確認する,H₂ 시스템을,점검하십시오,Patikrink. H₂,sistemą,Pārbaudiet H₂,sistēmu,Controleer H₂,systeem,Kontroller H₂,system,Sprawdzić,system H₂,Verificar,sistema H₂,Verificar,sistema H₂,Verificați H₂,sistemul,Проверьте H₂,систему,Skontrolujte H₂,systém,Preverite H₂,sistem,Kontrollo H₂,sistemin,Proveriti H₂,sistem,Kontrollera,H₂ systemet,H₂ Sistemini,kontrol edin,Перевірте H₂,систему,Kiểm tra H₂,hệ thống
20223_6,Bouchon H₂,ouvert,H₂ غطاء مفتوح,,H₂ капачката,е отворена,H₂ 箱盖打开,,H₂ nádrž je,otevřená,H₂ cap åben,,H₂ Verschl. off.,,Τάπα H₂,ανοιχτή,H₂ cap open,,H₂ tapa abierta,,H₂ tapa abierta,,H₂ kork lahti,,H₂ در باک باز است,,H₂ korkki auki,,H₂ מִכסֶה פתוח,,H₂ कैप खुला,,H₂ poklopac otvoren,,H₂ -töltő nyitva,,H₂ kap terbuka,,H₂ tappo aperto,,H₂ キャップが開いています,,H₂ 연료 캡이 열려 있습니다,,H₂ atidarytas,dangtelis,H₂ vāciņš,avērts,H₂ klep open,,H₂ deksel åpent,,Wlew H₂ otwarty,,Tampa H₂ aberta,,Tampão H₂ aberto,,H₂ capac deschis,,H₂ открытой крышки,,H₂ veko otvorené,,H₂ odprt pokrov,rezervoarja,H₂ kapaku i hapur,,H₂ otvoriti,poklopac,H₂ locket öppet,,H₂ kapak açık,,H₂ кришка відкр.,,H₂ Nắp đang mở,
20223_7,Système H₂,à contrôler,تحقق من H₂,نظام,Проверете H₂,системата,检查 H₂,系统,Zkontrolujte H₂,systém,Kontroller H₂,systemet,SystemH₂,prüfen,Ελέγξτε το,σύστημα H₂,Check H₂,system,Comprobar,sistema H₂,Revisar sistema de H₂,,Kontrollige H₂,süsteemi,سیستم H₂,را بررسی کنید,Tarkista H₂,järjestelmä,בדוק אתH₂,מערכת,सिस्टम को H₂,चेक करें,Provjerite H₂,sustav,Ellenőrizze a H₂,rendszert,Periksa H₂,sistem,Controllare il H₂,sistema,システム H₂,を確認する,H₂ 시스템을,점검하십시오,Patikrink. H₂,sistemą,Pārbaudiet H₂,sistēmu,Controleer H₂,systeem,Kontroller H₂,system,Sprawdzić,system H₂,Verificar,sistema H₂,Verificar,sistema H₂,Verificați H₂,sistemul,Проверьте H₂,систему,Skontrolujte H₂,systém,Preverite H₂,sistem,Kontrollo H₂,sistemin,Proveriti H₂,sistem,Kontrollera,H₂ systemet,H₂ Sistemini,kontrol edin,Перевірте H₂,систему,Kiểm tra H₂,hệ thống
20223_8,EVACUEZ EN,SECURITE,إخلاء في,أمان,ЕВАКУИРАЙТЕ СЕ,ЗА БЕЗОПАСТНОСТ,安全疏散,,BEZPECNE OPUSTIT,VOZIDLO,EVAKUER,SIKKERT,IN SICHERHEIT,BRINGEN,ΒΓΕΙΤΕ ΕΞΩ,ΜΕ ΑΣΦΑΛΕΙΑ,EVACUATE IN,SAFETY,EVACUACION CON,SEGURIDAD,EVACUAR EN,SEGURIDAD,EVAKUEERIGE,OHUTULT,برو با خیال راحت,,POISTU,AUTOSTA,יש להתפנות מהרכב,בבטחה,सुरक्षित,निकास,EVAKUIRAJTE SE,NA SIGURNO,HAGYJA EL A,GÉPKOCSIT,EVAKUASI DLM,KESELAMATAN,EVACUARE IN,SICUREZZA,安全に,回避,안전한 곳으로,대피하십시오,EVAKUOKITES,SAUGIAI,EVAKUEJIETIES,DROSIBA,VERLAAT VOERTUIG,IN VEILIGHEID,FORLAT BILEN,VÆR VARSOM,OPUSC POJAZD,BEZPIECZNIE,SAIR EM,SEGURANÇA,SAIR DO VEICULO,EM SEGURANCA,EVACUATI IN,SIGURANTA,ПОЖАР! ПОКИНЬТЕ,АВТОМОБИЛЬ,OPATRNE OPUSTITE,VOZIDLO,EVAKUIRAJTE SE,NA VARNO,EVAKUOHUNI,SIGURTË,EVAKUIŠITE SE,NA BEZBEDNO,LÄMNA BILEN,FARA,GUVENLIK ICIN,ARACI TERKEDINIZ,УВАГА,ВИЙДІТЬ З АВТО,ĐÁNH GIÁ,AN TOÀN
20301_1,Boîte vitesses,à contrôler,تحقق من,صندوق التروس,Провери автомат.,скор. кутия,检查,自动变速箱,Zkontrolovat,převodovku,Tjek,aut. gearkasse,Getriebe,prüfen,Ελέγξτε,αυτ.κιβώτ.ταχυτ.,WARNING: Check,Gearbox,Revisar la caja,de cambios,Verificar caja,de cambio auto.,Kontrollie,auto käigukasti,بررسی,جعبه دنده خودکار,Tarkista,automaattivaiht.,בדוק תיבת,הילוכים אוט',ऑटो गियर बॉक्स,की जांच करें,Provjerite,mjenjač,Automata váltót,ellenőrizni,SINYAL: Periksa,Kotak Gir,Cambio,controllare,ギヤボックス,点検,변속기를,점검해 주십시오,Tikrinti,aut. pav. d.,Pārb. autom.,pārnesumkārbu,Controleer,auto.transmissie,Kontroller,Auto girkasse,Skontroluj,skrzynię biegów,Verificar,caixa de câmbio,Mandar verificar,cx. velocidades,Verifică,cutia de viteze,Проверьте,коробку передач,Skontrolovať,prevodovku,Preverite,samod.menjalnik,LAJM,kuti shpejt,Proveriti,automat. menjač,Kontrollera,Automatlåda,Vites kutusunu,kontrol ettirin,Перевірте,АКПП,CẢNH BÁO: Kiểm,tra Hộp số
20301_11,Boîte vitesses,à contrôler,تحقق من,صندوق التروس,Провери автомат.,скор. кутия,检查,自动变速箱,Zkontrolovat,převodovku,Tjek,aut. gearkasse,Getriebe,prüfen,Ελέγξτε,αυτ.κιβώτ.ταχυτ.,WARNING: Check,Gearbox,Revisar la caja,de cambios,Verificar caja,de cambio auto.,Kontrollie,auto käigukasti,بررسی,جعبه دنده خودکار,Tarkista,automaattivaiht.,בדוק תיבת,הילוכים אוט',ऑटो गियर बॉक्स,की जांच करें,Provjerite,mjenjač,Automata váltót,ellenőrizni,SINYAL: Periksa,Kotak Gir,Cambio,controllare,ギヤボックス,点検,변속기를,점검해 주십시오,Tikrinti,aut. pav. d.,Pārb. autom.,pārnesumkārbu,Controleer,auto.transmissie,Kontroller,Auto girkasse,Skontroluj,skrzynię biegów,Verificar,caixa de câmbio,Mandar verificar,cx. velocidades,Verifică,cutia de viteze,Проверьте,коробку передач,Skontrolovať,prevodovku,Preverite,samod.menjalnik,LAJM,kuti shpejt,Proveriti,automat. menjač,Kontrollera,Automatlåda,Vites kutusunu,kontrol ettirin,Перевірте,АКПП,CẢNH BÁO: Kiểm,tra Hộp số
20301_12,Risque casse,boîte vitesses,صندوق التروس,خطر الفشل,Риск от повреда,скоростна кутия,变速箱,故障警告,Riziko poškození,převodovky,Gearkasse,risiko for skade,Risiko Getriebe-,schaden,Κίνδυνος βλά-,βης κιβωτίου,WARNING: Gearbox,Failure Risk,Riesgo de rotura,caja de cambios,Peligro falla,caja de cambios,Käigukasti,vea oht,خطر نقص,جعبه دنده,Vaihteiston,vaurioriski,סכנה כשל,תיבת הילוכים,गियर बॉक्स,ख़राब होने का ख़तरा,Rizik oštećenja,mjenjača,Seb.váltó meghi-,básodás veszélye,SINYAL: Risiko,Gagal Kotak Gir,Rischio rottura,cambio,ギヤボックス,故障警告,변속기에,이상이 있습니다,Gali sugesti,pavarų dėžė,Pārnesumkārbas,kļūmes draudi,Versnellingsbak,risico op schade,Girkasse,Havari risiko,Ryzyko usterki,skrzyni biegów,Risco de falha,caixa de câmbio,Risco avaria,caixa automática,Pericol avarie,cutie de viteze,Риск поломки,коробки передач,Riziko poškod,prevodovky,Nevarnost okvare,samod.menjalnika,LAJM,kuti shpejt,Opasnost od,otkaza menjača,Växellåda,Risk för haveri,Vites kutusu,hasar riski,Ризик збою,коробки передач,CẢNH BÁO: Nguy,cơ Hỏng Hộp số
20301_13,Launch Control,activé,Launch Control,تم تفعيله,Launch Control,активирана,Launch Control,激活,Launch Control,Aktivní,Launch Control,aktiveret,Launch Control,aktiviert,Launch Control,ενεργό,Launch Control,activated,Launch Control,activado,Launch Control,activado,Launch Control,aktiveeritud,Launch Control,فعال شد,Launch Control,aktivoitu,Launch Control,מופעל,Launch Control,सक्रिय,Launch Control,aktivan,Launch Control,aktív,Launch Control,Diaktifkan,Launch Control,attivato,Launch Control,作動,Launch Control,작동되었습니다,Launch Control,įjungtas,Launch Control,ieslēgts,Launch Control,actief,Launch Control,Aktivert,Launch Control,włączona,Launch Control,ativado,Launch Control,activado,Launch Control,Activ,Launch Control,включен,Launch Control,Aktívne,Launch Control,vklop,Launch Control,aktivizuar,Launch Control,uključen,Launch Control,PÅ,Launch Control,devrede,Launch Control,активовано,Launch Control,kích hoạt
20301_14,Refroidir boîte:,Arrêt temporaire,تبريد التروس:,إيقاف الحرارة,охл.ск.кутия,темп. стоп,冷却变速箱,临时停车,Zchladit přev.:,Dočasná zastávka,Afkøl gearkasse,temp. Stop,Getriebe kühlen,zeitw. Stopp,Ψύξτε κιβώτιο,Προσωρινή στάση,Gearbox Hot:,Temporarily Stop,Enfriar caja,Parada temporal,Enfr. Caja Camb.,Parada Temp.,K.kasti jahutus:,ajutine seisk.,گیربکس خنک,توقف دما,Vaihteis. Kuuma,Tilapäinen Stop,עצירה זמנית,קירור תיבת תמס',ठंडा गियर बॉक्स:,अस्थाई रोक,Hlađ. mjenjača,privremeno Stop,Seb.váltó hűtés:,Stop rövid időre,Kotak Gir Panas,Stop Sementara,Raffredd. cambio,Stop temporaneo,ギヤボックス冷,一時停止,변속기 냉각필요,잠시 정차 요망,Dėžės vėsinimas:,laikinas sust.,Pārnesumk.dzes.:,pag. apstāšanās,Automaat koelen:,Tijdelijke stop,Kjøl girkasse,midl. stopp,Ostudź skrzynię:,chwilowy postój,Resfriar câmbio,parada temporár.,Arrefecer caixa,Parag.temporária,Răcire transm.:,Oprire temporară,Перегрев КП,Остановитесь!,Ochladiť prevod,dočasný stop,Hlajenje menja.:,Začasni izklop,Kutia e nxeht,Ndalim i p,Zagrejan menjač:,privremeno stop,Tillfälligt stop,Växellåda varm,Vit.Kut.soğutma:,Geçici durma,Зупиніть а/м для,охолодження КПП,Hộp số Nóng,Dừng Tạm thời
20301_16,Mettre sur N,,اختر,المحايد,Включи на,поз. N,选择,N挡,Zařadit N,,Vælg,N,Wahlhebel auf,N stellen,Επιλέξτε,νεκρό (N),Select NEUTRAL,,Seleccionar la,posición N,Seleccionar,posición N,Valige,neutraalne,انتخاب,خلاص,Valitse N,,שלב להילוך,סרק (N),N का,चयन करें,Stavite u,N,Kapcsoljon,N-be,Pilih NETRAL,NYALA,Mettere,su N,ニュートラルに,シフト,변속레버를 N에,위치해 주십시오,Parinkti,neutralią,Izvēlieties,neitrālo,Selecteer,stand N,Velg N,,Ustaw,w pozycji N,Posicionar o,câmbio em N,Pôr alavanca,em N,Selectează N,,Выберите полож.,N селектора АКП,Zaradiť,N,Prestavite,v N,Zgjidh Neutral,N,Izaberite,N,Välj N,Neutral,Vitesi N'ye,getiriniz,Виберіть,нейтраль N,Chọn,N
20301_17,Launch Control,activé,Launch Control,تم تفعيله,Launch Control,активирана,Launch Control,激活,Launch Control,Aktivní,Launch Control,aktiveret,Launch Control,aktiviert,Launch Control,ενεργό,Launch Control,activated,Launch Control,activado,Launch Control,activado,Launch Control,aktiveeritud,Launch Control,فعال شد,Launch Control,aktivoitu,Launch Control,מופעל,Launch Control,सक्रिय,Launch Control,aktivan,Launch Control,aktív,Launch Control,Diaktifkan,Launch Control,attivato,Launch Control,作動,Launch Control,작동되었습니다,Launch Control,įjungtas,Launch Control,ieslēgts,Launch Control,actief,Launch Control,Aktivert,Launch Control,włączona,Launch Control,ativado,Launch Control,activado,Launch Control,Activ,Launch Control,включен,Launch Control,Aktívne,Launch Control,vklop,Launch Control,aktivizuar,Launch Control,uključen,Launch Control,PÅ,Launch Control,devrede,Launch Control,активовано,Launch Control,kích hoạt
20301_18,Boîte vitesses,Mode manuel ON,علبة التروس,الوضع اليدويON,Скоростна кутия,Ръчен режим ВКЛ,齿轮箱,手动模式开启,Převodovka,Manuál režim ON,Gearkasse Manuel,tilstand TIL,Getriebe,Handbetrieb EIN,Χειρ. Λειτουργία,κιβωτίου ταχ. ON,Gearbox,Manual mode ON,Caja de cambios,Modo manual ON,Caja de cambios,Modo manual ON,Käigukast,Manuaalne SEES,گیر بکس,حالت دستی فعال,Vaihteisto,manuaali-tilassa,תבת הלוכים,מצב ידני מופעל,गियरबॉक्स,मैनुअल मोड ऑन,Mjenjač Ručni,način rada ON,Sebességváltó,Kézi üzemmód BE,Mode Manual Ktk,Roda Gigi ON,Cambio,Mode manuale ON,ギアボックス,マニュアルモード　オン,기어박스,수동 모드 ON,Greičių dėžė,Rankin režima ON,Ātrumu kārba,Manuāl režīms ON,Versnellingsbak,Handmatige modus,Girboks,Manuell modus på,Skrzynia biegów,Tryb manualny,Caixa de marchas,Modo manual ON,Cx. velocidades,Modo manual ON,Cutia de viteze,Mod manual ON,Коробка передач,Ручной режим ON,Prevodovka,Manuál režim ON,Menjalnik,Ročni način ON,Ndërruesi në,Marshim manual,Menjač u,manuelnom modu,Växellåda,Manuellt läge PÅ,Vites kutusu,Manuel mod AÇIK,Коробка передач,Ручний режим ON,Hộp số,C.độ lái tay BẬT
20301_19,Boîte vitesses,à contrôler,تحقق من,صندوق التروس,Провери автомат.,скор. кутия,检查,自动变速箱,Zkontrolovat,převodovku,Tjek,aut. gearkasse,Getriebe,prüfen,Ελέγξτε,αυτ.κιβώτ.ταχυτ.,WARNING: Check,Gearbox,Revisar la caja,de cambios,Verificar caja,de cambio auto.,Kontrollie,auto käigukasti,بررسی,جعبه دنده خودکار,Tarkista,automaattivaiht.,בדוק תיבת,הילוכים אוט',ऑटो गियर बॉक्स,की जांच करें,Provjerite,mjenjač,Automata váltót,ellenőrizni,SINYAL: Periksa,Kotak Gir,Cambio,controllare,ギヤボックス,点検,변속기를,점검해 주십시오,Tikrinti,aut. pav. d.,Pārb. autom.,pārnesumkārbu,Controleer,auto.transmissie,Kontroller,Auto girkasse,Skontroluj,skrzynię biegów,Verificar,caixa de câmbio,Mandar verificar,cx. velocidades,Verifică,cutia de viteze,Проверьте,коробку передач,Skontrolovať,prevodovku,Preverite,samod.menjalnik,LAJM,kuti shpejt,Proveriti,automat. menjač,Kontrollera,Automatlåda,Vites kutusunu,kontrol ettirin,Перевірте,АКПП,CẢNH BÁO: Kiểm,tra Hộp số
20301_1T1,Boîte vitesses,à contrôler,تحقق من,صندوق التروس,Провери автомат.,скор. кутия,检查,自动变速箱,Zkontrolovat,převodovku,Tjek,aut. gearkasse,Getriebe,prüfen,Ελέγξτε,αυτ.κιβώτ.ταχυτ.,WARNING: Check,Gearbox,Revisar la caja,de cambios,Verificar caja,de cambio auto.,Kontrollie,auto käigukasti,بررسی,جعبه دنده خودکار,Tarkista,automaattivaiht.,בדוק תיבת,הילוכים אוט',ऑटो गियर बॉक्स,की जांच करें,Provjerite,mjenjač,Automata váltót,ellenőrizni,SINYAL: Periksa,Kotak Gir,Cambio,controllare,ギヤボックス,点検,변속기를,점검해 주십시오,Tikrinti,aut. pav. d.,Pārb. autom.,pārnesumkārbu,Controleer,auto.transmissie,Kontroller,Auto girkasse,Skontroluj,skrzynię biegów,Verificar,caixa de câmbio,Mandar verificar,cx. velocidades,Verifică,cutia de viteze,Проверьте,коробку передач,Skontrolovať,prevodovku,Preverite,samod.menjalnik,LAJM,kuti shpejt,Proveriti,automat. menjač,Kontrollera,Automatlåda,Vites kutusunu,kontrol ettirin,Перевірте,АКПП,CẢNH BÁO: Kiểm,tra Hộp số
20301_5,Boîte vitesses,surchauffe,حرارة زائدة في,صندوق التروس,Прегряване авт.,скоростна кутия,自动变速箱,过热,Přehřátí,převodovky,Aut. gearkasse,overophedning,Überhitzung,Getriebe,Υπερθέρμανση,κιβωτ. ταχυτήτων,WARNING: Gearbox,Overheating,Alta temperatura,caja de cambios,Sobrecalentam.,caja de cambo,Käigukast,ülekuumenenud,گرم شدن زیاد,جعبه دنده,Vaihteisto,ylikuumenee,התחממות יתר,בתיבת הילוכים,गियर बॉक्स,अत्यधिक गर्म है,Aut. mjenjač,pregrijavanje,Sebességváltó,túlmelegedett,SINYAL: Kotak,Gir Panas Lebih,Surriscalda-,mento cambio,ギヤボックス,オーバーヒート,변속기가,과열되었습니다,Pavarų dėžė,perkaitusi,Pārnesumkārbas,pārkaršana,Oververhitting,auto.transmissie,Auto girkasse,overoppheting,Przegrzanie,skrzyni biegów,Caixa de câmbio,superaquecendo,Sobreaquecimento,cx. velocidades,Supraîncălzire,cutie de viteze,Перегрев,коробки передач,Prehriatie aut,prevodovka,Pregrevanje,samod.menjalnika,LAJM,shum,Pregrevanje,menjača,Automatlåda,Överhettad,Vites kutusu,hararet,Перегрів,коробки передач,CẢNH BÁO: Hộp,số Quá nhiệt
